date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:21:24	4048/4048	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:25%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Flogo-sass.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/logo-sass87ec.png	(from https://jamesl.vercel.app/)
21:21:25	5822/5822	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:26%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Flogo-styled-component.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/logo-styled-componentf588.png	(from https://jamesl.vercel.app/)
21:21:26	4797/4797	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:27%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Flogo-react.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/logo-reactd32c.png	(from https://jamesl.vercel.app/)
21:21:27	1768/1768	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:28%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Flogo-next.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/logo-next3522.png	(from https://jamesl.vercel.app/)
21:21:29	1848/1848	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:29%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Fmui.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/mui53ac.png	(from https://jamesl.vercel.app/)
21:21:30	3699/3699	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:30%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Flogo-node.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/logo-node9655.png	(from https://jamesl.vercel.app/)
21:21:31	1850/1850	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:31%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Flogo-express.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/logo-expressdab8.png	(from https://jamesl.vercel.app/)
21:21:32	2312/2312	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:32%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Flogo-nest.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/logo-nest3cd2.png	(from https://jamesl.vercel.app/)
21:21:33	2093/2093	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:34%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Flaravel.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/laravelde36.png	(from https://jamesl.vercel.app/)
21:21:34	3007/3007	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:35%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Fdjango.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/django7d66.png	(from https://jamesl.vercel.app/)
21:21:35	3786/3786	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:36%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Feth.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/etha49f.png	(from https://jamesl.vercel.app/)
21:21:36	3080/3080	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:37%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Fcardano.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/cardano8724.png	(from https://jamesl.vercel.app/)
21:21:37	2577/2577	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:38%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Flogos%2Fsol.png&w=64&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/solfcbb.png	(from https://jamesl.vercel.app/)
21:21:37	942/942	---M--	200	added ('OK')	image/svg+xml	etag:%227eabedf3e14d55aca3ce45750f967690%22	https://jamesl.vercel.app/images/logos/xrp.svg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/images/logos/xrp.svg	(from https://jamesl.vercel.app/)
21:21:38	46016/46016	---MCZ	200	added ('OK')	text/html	etag:W/%2284d7985e931bf5c08b63b6a0f902a388%22	https://jamesl.vercel.app/contact	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/contact.html	(from https://jamesl.vercel.app/)
21:21:40	70029/70029	---MCZ	200	added ('OK')	text/html	etag:W/%2214d8ckr0vds1i15%22	https://jamesl.vercel.app/projects	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/projects.html	(from https://jamesl.vercel.app/)
21:21:42	45765/45765	---MCZ	200	added ('OK')	text/html	etag:W/%2224edf5fc53f1b62268f19a81e204ec74%22	https://jamesl.vercel.app/hobbies	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/hobbies.html	(from https://jamesl.vercel.app/)
21:21:42	176444/176444	---M--	200	added ('OK')	image/jpeg	etag:%22bd84f524c256792dbe1239f046dc1633%22	https://jamesl.vercel.app/_next/static/media/background-discord.97a947eb.jpg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-discord.97a947eb.jpg	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:43	966596/966596	---M--	200	added ('OK')	image/jpeg	etag:%221a0ad3dfa8b5a4d827e35c0aebe21688%22	https://jamesl.vercel.app/_next/static/media/background-dark.b4dbb265.jpg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-dark.b4dbb265.jpg	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:43	58326/58326	---M--	200	added ('OK')	image/jpeg	etag:%22d7533f62aee1953829eed9b691c020af%22	https://jamesl.vercel.app/_next/static/media/background-ig.06bd56de.jpg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-ig.06bd56de.jpg	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:43	187503/187503	---M--	200	added ('OK')	image/jpeg	etag:%223623acb6cf3f564d4fc6986ba0bbfc0b%22	https://jamesl.vercel.app/_next/static/media/background-guitar.afcaa4e2.jpg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-guitar.afcaa4e2.jpg	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:43	203901/203901	---M--	200	added ('OK')	image/jpeg	etag:%2220b423a509dbdfb3a3658ed557666628%22	https://jamesl.vercel.app/_next/static/media/background-space.b0065470.jpg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-space.b0065470.jpg	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:44	502523/502523	---M--	200	added ('OK')	image/gif	etag:%22dfcb435d43c02f35f31877644218ab35%22	https://jamesl.vercel.app/_next/static/media/background-matrix.1ba5cfb2.gif	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-matrix.1ba5cfb2.gif	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:45	305382/305382	---M--	200	added ('OK')	image/jpeg	etag:%2265e93c3fc79d753bf46f7daa183a1eef%22	https://jamesl.vercel.app/_next/static/media/background-ark.43601c5c.jpg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-ark.43601c5c.jpg	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:45	203830/203830	---M--	200	added ('OK')	image/jpeg	etag:%229987ec18e6bdde3a0b81476910a0f2e2%22	https://jamesl.vercel.app/_next/static/media/background-ark-2.dbfff7f3.jpg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-ark-2.dbfff7f3.jpg	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:46	2333/2333	---MCZ	200	added ('OK')	text/css	etag:W/%22eae51a765c3f7b97775c50dfe6e73f5b%22	https://jamesl.vercel.app/_next/static/css/95203d608b4d8a5f.css	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/css/95203d608b4d8a5f.css	(from https://jamesl.vercel.app/contact)
21:21:46	53948/53948	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fad75194672606f19154b47297e5f9a9%22	https://jamesl.vercel.app/_next/static/chunks/950-861d0ea5974dc19c.js	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/chunks/950-861d0ea5974dc19c.js	(from https://jamesl.vercel.app/contact)
21:21:47	4476/4476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bde2a569f1e39b8cc8ee40f18087b8a2%22	https://jamesl.vercel.app/_next/static/chunks/pages/contact-f829f0ce40668549.js	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/chunks/pages/contact-f829f0ce40668549.js	(from https://jamesl.vercel.app/contact)
21:21:47	2259/2259	---MCZ	200	added ('OK')	text/css	etag:W/%224b3845d3e3cc976f50e2f97358df1419%22	https://jamesl.vercel.app/_next/static/css/9ae96ff7f2e70f36.css	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/css/9ae96ff7f2e70f36.css	(from https://jamesl.vercel.app/projects)
21:21:47	7108/7108	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c0a257c54851ac893699d287ab4bc2ae%22	https://jamesl.vercel.app/_next/static/chunks/pages/projects-f303c2bc1b5c7097.js	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/chunks/pages/projects-f303c2bc1b5c7097.js	(from https://jamesl.vercel.app/projects)
21:21:49	181979/181979	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:49%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fweb-1.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/web-19dc0.png	(from https://jamesl.vercel.app/projects)
21:21:51	540946/540946	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:51%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fweb-2.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/web-278f7.png	(from https://jamesl.vercel.app/projects)
21:21:52	934637/934637	---M--	200	added ('OK')	image/jpeg	etag:%222ef5a5258417b5bfe29eebbcc1708500%22	https://jamesl.vercel.app/_next/static/media/background-matrix-2.47ad7ad0.jpg	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/media/background-matrix-2.47ad7ad0.jpg	(from https://jamesl.vercel.app/_next/static/css/f177129ee14cf459.css)
21:21:52	539721/539721	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:52%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fweb-3.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/web-37852.png	(from https://jamesl.vercel.app/projects)
21:21:53	573793/573793	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:53%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fweb-4.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/web-4b87e.png	(from https://jamesl.vercel.app/projects)
21:21:56	123090/123090	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:56%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fblockchain-1.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/blockchain-1e0c2.png	(from https://jamesl.vercel.app/projects)
21:21:57	297054/297054	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:57%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fblockchain-2.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/blockchain-2d1c9.png	(from https://jamesl.vercel.app/projects)
21:21:58	134039/134039	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:58%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fblockchain-3.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/blockchain-36412.png	(from https://jamesl.vercel.app/projects)
21:22:01	108797/108797	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:01%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fgame-3.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/game-3ade6.png	(from https://jamesl.vercel.app/projects)
21:22:01	616263/616263	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:21:55%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fblockchain-4.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/blockchain-47c47.png	(from https://jamesl.vercel.app/projects)
21:22:03	1819312/1819312	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:00%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fgame-1.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/game-170fd.png	(from https://jamesl.vercel.app/projects)
21:22:05	890389/890389	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:03%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fgame-4.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/game-4dd01.png	(from https://jamesl.vercel.app/projects)
21:22:06	55240/55240	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:06%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fgame-2.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/game-2067f.png	(from https://jamesl.vercel.app/projects)
21:22:11	1736132/1736132	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:05%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fgame-5.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/game-53ef4.png	(from https://jamesl.vercel.app/projects)
21:22:11	316295/316295	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:11%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fblockchain-7.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/blockchain-7eda1.png	(from https://jamesl.vercel.app/projects)
21:22:14	1932/1932	---MCZ	200	added ('OK')	text/css	etag:W/%221878fa400dde34d1dfef06b3fa87b337%22	https://jamesl.vercel.app/_next/static/css/732ef43f3f50df53.css	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/css/732ef43f3f50df53.css	(from https://jamesl.vercel.app/hobbies)
21:22:15	3412/3412	---MCZ	200	added ('OK')	application/javascript	etag:W/%22446ada6f94b8edc4a1062b72373977cc%22	https://jamesl.vercel.app/_next/static/chunks/pages/hobbies-13a5c09ea8ffaa14.js	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/static/chunks/pages/hobbies-13a5c09ea8ffaa14.js	(from https://jamesl.vercel.app/hobbies)
21:22:16	8383/8383	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:16%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fhobbies%2Fhero-discord.png&w=640&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/hero-discord396f.png	(from https://jamesl.vercel.app/hobbies)
21:22:16	796466/796466	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:10%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fblockchain-5.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/blockchain-52d35.png	(from https://jamesl.vercel.app/projects)
21:22:18	156955/156955	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:18%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fhobbies%2Fhero-guitar.png&w=828&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/hero-guitarf9ea.png	(from https://jamesl.vercel.app/hobbies)
21:22:21	268196/268196	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:20%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fhobbies%2Fhero-astronaut.png&w=828&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/hero-astronaut6c6d.png	(from https://jamesl.vercel.app/hobbies)
21:22:23	2265703/2265703	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202024%2015:22:08%20GMT	https://jamesl.vercel.app/_next/image?url=%2Fimages%2Fprojects%2Fblockchain-6.png&w=3840&q=75	C:/Users/Acer/Desktop/arik%20bd%20prtfolio/jamesl.vercel.app/_next/blockchain-67262.png	(from https://jamesl.vercel.app/projects)
